"","aa","year_haul","year","haul","Depth","Depth_cat","sh_lon","sh_lat","Area","Bottom.type","Bottom.type.new","Bottom.temperature...C.","Angu ang","Arge sph","Aris fol","Aris ant","Arno lat","Boop boo","Both pod","Call mac","Call ris","Cent gra","Chel cuc","Chro chr","Cong con","Cori jul","Dasy pas","Dent gib","Dent mac","Dent mar","Dipl ann","Dipl pun","Dipl vul","Eled cir","Eled mos","Engr enc","Epin aen","Etmo spi","Eutr gur","Gale mel","Gobi nig","Heli dac","Hopl med","Ille coi","Labr mer","Lepi cau","Lepi bos","Lepi cav","Lepi die","Lith mor","Loli for","Loli vul","Loph bud","Merl mer","Micr pou","Mull bar","Mull sur","Mura hel","Must mus","Myli aqu","Neph nor","Octo vul","Page aca","Page bog","Page ery","Phyc ble","Phyc phy","Poly ame","Pter bov","Raja ast","Raja cla","Raja mir","Sard pil","Sard aur","Scom sco","Scor not","Scor por","Scyl can","Sepi ele","Sepi off","Sepi orb","Serr cab","Serr hep","Serr scr","Siga lur","Siga riv","Sole sol","Sole mem","Spar cre","Spar aur","Sphy chr","Sphy sph","Spic fle","Spic mae","Spic sma","Spon can","Squa aca","Squa bla","Squi man","Step dia","Symp cin","Symp ros","Symp tin","Syng acu","Syng typ","Syno sau","Torp mar","Torp nob","Torp tor","Trac dra","Trac rad","Trac med","Trac tra","Trig luc","Trig las","Tris min","Upen mol","Upen por","Uran sca","Zeus fab"
"254",254,322016,2016,32,402,"201-500",27.4415,36.46566667,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.477156162181944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461352721478533,NA,1.21946554352519,NA,-0.429922774933713,NA,-0.0845905169301614,NA,NA,NA,NA,-0.441007648861355,NA,NA,1.53197854794032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.886133502197673,NA,NA,NA,NA,-0.23142179231644,NA,NA,NA,NA,NA,NA,-0.484661362688981,0.649192305619276,NA,-0.307776720825546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563389519203653,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772788442614373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",255,332001,2001,33,385,"201-500",27.43466667,36.45,"SouAeg","Mud","Soft",NA,NA,-0.0352799707240135,NA,NA,NA,NA,NA,NA,NA,NA,-0.255363586237652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45500067850526,NA,NA,NA,-0.256038802497087,NA,NA,-0.0715634144253017,NA,NA,0.38048981781114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.913092794615047,NA,NA,NA,NA,NA,NA,-0.688357383641113,NA,NA,0.0499742888655536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06883738746897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297439695563257,NA,NA,NA,NA,NA,NA,NA
"256",256,332003,2003,33,376,"201-500",27.43616667,36.449,"SouAeg","Mud","Soft",NA,NA,0.488099714207977,NA,NA,NA,NA,NA,NA,NA,NA,0.281797290263336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146891141764743,NA,-0.645728190916484,NA,NA,NA,NA,NA,NA,-2.00620367806962,NA,NA,0.919743295020918,NA,-1.33415776672187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35064053797192,NA,NA,NA,NA,NA,NA,1.10744110340841,NA,NA,-0.343058550912112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.799887930663159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",257,332004,2004,33,368,"201-500",27.43683333,36.44833333,"SouAeg","Mud","Soft",NA,NA,0.526088183221155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.368893715564793,NA,-0.260311587174614,NA,NA,NA,NA,1.6165228281127,NA,NA,1.11557988534416,NA,-0.590781543415784,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.670066722639514,NA,NA,NA,NA,1.5680461444745,NA,NA,NA,NA,NA,NA,1.20235955604138,NA,NA,0.010810127428838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742341761003601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,332005,2005,33,359,"201-500",27.43683333,36.4475,"SouAeg","Mud","Soft",NA,NA,-0.671331955053856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.849878837879998,NA,-0.160650658348236,NA,0.278419190129359,NA,0.608619373095914,NA,NA,NA,NA,1.30377244010427,NA,NA,0.478543768868555,NA,-1.35410087140457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33082656155642,NA,NA,NA,NA,NA,NA,-0.940191808540141,2.03187205013981,NA,0.440723374566114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123651856367324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06294422947756,NA,NA,NA,NA,NA,NA,NA
"259",259,332006,2006,33,358,"201-500",27.437,36.44733333,"SouAeg","Mud","Soft",NA,NA,1.14901675400554,NA,NA,NA,NA,NA,NA,NA,NA,-0.542822574691884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.573242877026151,NA,0.127527897830327,NA,NA,NA,NA,-0.625674148197932,NA,-0.72697932438624,NA,-0.703377967827016,0.704371462373454,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876740090709915,NA,-0.665541814490886,NA,NA,NA,NA,0.0135854189148034,NA,NA,NA,NA,NA,NA,0.762024564566664,-0.45253957352955,NA,-1.34931832200381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725332543824806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.964021799762887,NA,NA,NA,NA,NA,NA,-0.350204609773513
"260",260,332008,2008,33,370,"201-500",27.42833333,36.46366667,"SouAeg","Mud","Soft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0902640383969066,NA,0.480291395867076,NA,NA,NA,NA,-1.62302257365733,NA,0.145215515848277,NA,NA,-0.0929060777912589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40264076369225,NA,NA,NA,NA,NA,NA,0.0821829338103094,-0.137258212129711,NA,0.418089253163188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0803202466117668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,332014,2014,33,387,"201-500",27.43416667,36.45283333,"SouAeg","Mud","Soft",NA,NA,0.139112341160184,NA,NA,NA,NA,NA,NA,NA,NA,0.266296062441843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827951077700013,NA,-1.03481409887849,NA,NA,NA,NA,-1.35319816120768,NA,-1.11433530422219,NA,NA,-1.05305454347613,NA,0.963540266948555,NA,NA,NA,NA,NA,NA,NA,-0.664556277521917,NA,NA,NA,NA,NA,NA,-0.452173764748172,NA,NA,NA,NA,NA,NA,0.982634618979301,-0.0296114647790981,NA,0.869962287642489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03478402893932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82671373332143,NA,NA,NA,NA,NA,NA,NA
"262",262,332016,2016,33,387,"201-500",27.435,36.45066667,"SouAeg","Mud","Soft",NA,NA,-1.14651633212877,NA,NA,NA,NA,NA,NA,NA,NA,1.98188680097547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.949072232398396,NA,0.451589480455125,NA,NA,NA,NA,1.92399560817858,NA,NA,NA,NA,0.409132658401131,NA,0.861606303711538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640807880971943,NA,NA,NA,NA,NA,NA,-0.0858194991009093,0.59868683048232,NA,0.331532250159904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20497271451856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713955272795459
"263",263,342001,2001,34,330,"201-500",26.5335,36.60083333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.481244282148006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.155874387578276,NA,-0.190927005641266,NA,2.79660979595574,NA,NA,NA,NA,NA,NA,NA,-2.81039801980163,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.863415085206852,NA,NA,NA,NA,NA,NA,0.287844865555035,NA,NA,NA,NA,NA,NA,0.418389998113473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24272738161691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",264,342003,2003,34,326,"201-500",26.53016667,36.60383333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-1.75563514671901,NA,NA,NA,NA,NA,NA,NA,NA,1.03465958885389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538899206094564,NA,-0.69740765412141,NA,NA,NA,0.206048637032701,NA,NA,-0.0525540057584698,NA,NA,1.6130051327352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96098619338713,NA,NA,NA,NA,NA,NA,-1.22170793340836,NA,NA,1.35598901416435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.173492392918244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00343399322905117
"265",265,342004,2004,34,328,"201-500",26.532,36.603,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,2.3597905098302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.20033377888439,NA,0.847279740199875,NA,-0.979526748751491,NA,NA,-0.481697534330165,NA,NA,NA,NA,NA,NA,NA,1.17679253124899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.209889610887931,NA,NA,NA,NA,NA,NA,-1.27425435938853,NA,NA,-2.34615242002008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997033628536873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",266,342005,2005,34,328,"201-500",26.53083333,36.60166667,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.0766553232982217,NA,NA,0.074820252188579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6626694150733,NA,0.103623731163482,NA,-0.541633874962715,NA,NA,-1.71023615016072,NA,-0.217819179557287,NA,NA,-0.073744601414075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546812555400858,NA,NA,NA,NA,NA,NA,-0.643312088088879,-1.31331183696684,NA,-1.24452400680658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300022114102276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.857011827859133
"267",267,342006,2006,34,329,"201-500",26.53566667,36.6015,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-1.37974179019952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225164047439009,NA,0.843790244600084,NA,NA,NA,NA,-1.78187314038479,NA,-0.849479737899982,NA,NA,-0.348361790610502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389610740301343,NA,NA,NA,NA,NA,NA,0.23487725534918,0.177051525136219,NA,-0.588125327672601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.333272496175741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,342008,2008,34,332,"201-500",26.50933333,36.61083333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,1.08182960907367,NA,NA,NA,NA,NA,NA,NA,NA,0.672724696386533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421769325060582,NA,1.07971121631786,NA,NA,NA,NA,-2.04813419081692,NA,0.552960441712644,NA,-0.961430206615022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14615659540911,NA,1.25476837601575,NA,NA,NA,0.127175250342039,0.00289861201075806,NA,NA,NA,NA,NA,NA,0.237566060833516,0.397400985610184,NA,0.119943902296519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719347379277741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",269,342014,2014,34,324,"201-500",26.5275,36.60333333,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,-0.16774070487667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.676370223666339,NA,-0.0625307654514732,NA,NA,NA,1.18282995017678,-0.0204387431007575,NA,1.48927279647856,NA,NA,NA,NA,NA,0.453962958100233,NA,NA,NA,NA,0.209619494878559,NA,1.36102142461621,NA,NA,NA,NA,NA,NA,0.656701988524483,NA,NA,NA,NA,NA,NA,0.826240825604579,-0.75274479944339,NA,-1.00285987734208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261260512881564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11887601923171
"270",270,342016,2016,34,328,"201-500",26.53266667,36.602,"SouAeg","MudStone","Soft-Rock mixed",NA,NA,0.496510255348902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63180444057269,NA,-0.784576388180864,NA,NA,-1.68955370898801,NA,0.0405712508949187,NA,NA,-0.275505767097405,NA,NA,-1.06357111380742,NA,NA,NA,NA,NA,NA,0.907669875214352,NA,NA,NA,NA,NA,0.189405122057554,1.18703724462023,NA,NA,NA,NA,NA,NA,0.00799017549630446,1.35226755828584,NA,-0.927771675595757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.322374418782228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297130869961123
"271",271,352001,2001,35,385,"201-500",26.56233333,36.6075,"SouAeg","Sand","Soft",NA,NA,-0.492848101637661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295052362312639,NA,-1.57781927799781,NA,1.53589426942026,NA,NA,NA,NA,NA,NA,-1.13330644222355,-1.26229817162591,NA,NA,-0.40674029668247,NA,NA,NA,NA,NA,NA,0.55941258770027,NA,NA,NA,NA,NA,NA,-1.23853182395596,NA,NA,NA,NA,NA,NA,1.41693456954781,NA,NA,-1.76420042730614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.504464395881426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70829763335533
"272",272,352003,2003,35,360,"201-500",26.5615,36.61216667,"SouAeg","Sand","Soft",NA,NA,0.267184616011655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06643730814849,NA,0.285893545244488,NA,NA,NA,0.303320123124145,NA,NA,-0.811218570807469,NA,NA,-1.07218341556721,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9350155617972,NA,NA,NA,NA,NA,NA,-0.211737216097539,NA,NA,NA,NA,NA,NA,-0.442788988041547,NA,NA,-0.368076300786895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00399825445303769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,352004,2004,35,367,"201-500",26.56283333,36.61033333,"SouAeg","Sand","Soft",NA,NA,3.11504822201273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.507208125201685,NA,-0.0654544969414106,NA,-1.41743082802092,NA,0.731994420370484,NA,-0.271898427072788,-0.588597978426815,NA,NA,NA,NA,0.398621690016596,NA,NA,-1.26960374490032,NA,NA,NA,NA,NA,NA,-0.556275918587061,NA,NA,NA,NA,NA,NA,0.717196856950294,NA,NA,NA,NA,NA,NA,-0.208941516475578,-0.440812376414696,NA,0.800613280243592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62951566553984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29407555438682
"274",274,352005,2005,35,389,"201-500",26.56333333,36.608,"SouAeg","Sand","Soft",NA,NA,2.81528099069813,NA,NA,NA,NA,NA,NA,NA,NA,0.260766526210456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264629502713156,NA,-1.47180699802675,NA,-1.44687043573701,NA,1.7441334071172,NA,NA,NA,NA,NA,NA,NA,-0.286216109013175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547179402213008,NA,NA,NA,NA,NA,0.49659299993952,-0.903143352228632,NA,NA,NA,NA,NA,NA,-1.28003326959623,-0.722617112403391,NA,0.17352177879003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.908748727648955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",275,352006,2006,35,385,"201-500",26.56333333,36.6085,"SouAeg","Sand","Soft",NA,NA,0.859890947080199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.982750235249363,NA,1.17291525024622,NA,-0.843970914342567,NA,-0.785595541938512,NA,1.76402043648846,0.60200811032065,NA,-1.56590483461342,NA,NA,-0.476655464819814,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309724812060834,NA,-0.874947217944555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628388154968098,-0.537845071559074,NA,-1.06394113828065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.434268934906395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,352008,2008,35,376,"201-500",26.55633333,36.62016667,"SouAeg","Sand","Soft",NA,NA,0.331579289350417,NA,NA,NA,1.41557609405646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473340515693636,NA,0.756229153568925,NA,-1.70074611208919,NA,0.107329237785161,NA,NA,-0.9486451636002,NA,-0.377560406554065,NA,NA,-1.94764560116299,NA,NA,0.413449752453073,NA,NA,NA,NA,NA,NA,1.8965469806923,NA,-0.88012650689826,NA,NA,NA,NA,2.5648515282389,NA,NA,NA,NA,NA,NA,-0.00169195765757362,NA,NA,0.625305119083469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19681996757988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,352014,2014,35,394,"201-500",26.56483333,36.60433333,"SouAeg","Sand","Soft",NA,NA,-0.0690141834724471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510069422393589,NA,-0.977658479432002,NA,-0.657705779706804,NA,-1.77853257302073,NA,-0.919543032753197,0.841337623518917,NA,NA,NA,NA,-0.6946994135902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262157331481909,NA,NA,NA,NA,NA,0.863562315987742,-0.171274489866867,NA,NA,NA,NA,NA,NA,0.363589819659518,NA,NA,-1.22217013320701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33778857175172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28547496775531
"278",278,352016,2016,35,401,"201-500",26.57133333,36.59216667,"SouAeg","Sand","Soft",NA,NA,-1.15365267503763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12509852486004,NA,0.0916030117696996,NA,NA,NA,NA,0.103553259729099,NA,0.945850647925884,NA,NA,-1.85834519114868,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08950898683373,NA,NA,NA,NA,NA,NA,-0.650555972491777,NA,NA,NA,NA,NA,NA,-1.98226076008432,1.94016895348697,NA,-0.374490834135126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73384663540129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,362001,2001,36,133,"101-200",26.29783333,36.49683333,"SouAeg","MaerlStones","Biogenic",14.91,NA,NA,NA,NA,NA,0.662282410639039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08661513307977,NA,NA,NA,NA,0.971900052478569,NA,NA,NA,0.0767878760107772,NA,NA,NA,NA,-0.126956611838689,NA,NA,-0.477784903571225,NA,NA,NA,NA,NA,-0.483211129738699,NA,NA,NA,NA,NA,NA,0.122699074371805,NA,0.394293234673994,NA,0.0206374240685929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0150189362808445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.617907969479056,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,362003,2003,36,137,"101-200",26.28466667,36.496,"SouAeg","MaerlStones","Biogenic",NA,NA,NA,NA,NA,NA,0.0323929398270896,NA,NA,NA,NA,0.122561255092526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.649614692276118,NA,NA,NA,-0.169821572468956,NA,NA,NA,NA,-0.601441075161754,-0.574932554117722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70034288988483,NA,NA,NA,NA,NA,-0.454701833626245,NA,NA,NA,NA,NA,NA,-0.421423887395665,NA,NA,NA,-0.757961219850768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.863961995067444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.274806653226
"281",281,362004,2004,36,133,"101-200",26.29916667,36.49766667,"SouAeg","MaerlStones","Biogenic",NA,NA,NA,NA,NA,NA,-0.302461309061777,NA,NA,NA,NA,0.725240199254677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.479915075533762,1.39721986627274,NA,NA,NA,NA,0.317900439358827,NA,NA,-0.240364547808315,NA,NA,NA,NA,NA,NA,NA,0.417328154885194,NA,NA,NA,NA,0.713614727342218,-0.45521078986338,NA,NA,NA,NA,NA,NA,2.02545056454402,NA,NA,NA,-0.107732005550671,0.00415289394835039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9520420890323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34517695049685,NA,NA,NA,NA,NA,NA,NA,NA,-0.636774359997031,-0.973721695591636
"282",282,362005,2005,36,135,"101-200",26.30066667,36.49733333,"SouAeg","MaerlStones","Biogenic",15.7,NA,NA,NA,NA,NA,0.816355323258458,NA,NA,NA,NA,0.357552705791326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53583249020087,NA,NA,NA,0.516656499913209,NA,NA,NA,0.848444738249683,1.99496354020282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.250647403787052,NA,NA,NA,NA,2.33110838553752,-1.06219540192248,NA,NA,NA,NA,NA,NA,0.233533685213252,-0.143107368650064,NA,NA,0.596931346334206,0.864721420930522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613941951810442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197518518630383,NA,-0.466765157911889,NA,NA,NA,NA,-0.976234183038679
